,mean,std,2.5q,25q,50q,75q,97.5q,mc err
t_subj.492,0.30074506825,0.00295050703519,0.295540757395,0.298980798541,0.300647089788,0.302330447637,0.306769593611,0.000357421675069
t_subj.493,0.299440410209,0.00238565408077,0.293989874605,0.298174608457,0.299660882776,0.300993270889,0.303434419304,0.000265308320364
t_subj.494,0.30129375356,0.00361223223324,0.294589913087,0.299172930183,0.3008581443,0.303189432664,0.310371278499,0.000442880872773
t_subj.495,0.300381590931,0.00245791938591,0.295604801491,0.298813761418,0.300207940496,0.301785462157,0.305080759936,0.000280964484237
t_subj.496,0.300187130012,0.00280369601423,0.293056097875,0.29883081952,0.300299408434,0.302040261298,0.305510074036,0.000325694023399
t_subj.497,0.298967570405,0.0019582006864,0.294854275194,0.297547578304,0.299236912733,0.300374387007,0.302146777856,0.000215719520914
t_subj.498,0.301272487977,0.00382084294379,0.294739350303,0.299090106067,0.300981433775,0.303022512636,0.310284970198,0.000462087425124
t_subj.499,0.30019039839,0.00139646107321,0.297164615778,0.299387349824,0.300208366732,0.30116856624,0.302826781693,0.000147543821203
t_subj.500,0.301486182584,0.00385655073614,0.295635126076,0.299119840126,0.300879500364,0.303285221427,0.310765596717,0.000448403299415
t_subj.501,0.30125280208,0.00306221745502,0.296660250289,0.299274513761,0.301066877931,0.302672714201,0.309969016915,0.000354890385864
t_subj.502,0.301175754779,0.00394164667548,0.29543684564,0.299293203159,0.30075126442,0.303331493321,0.309869996827,0.000482399506682
t_subj.503,0.300887276395,0.00327397839569,0.294555910344,0.2989470087,0.300723754797,0.302356367436,0.308805365496,0.000389763161316
t_subj.504,0.301533322876,0.00376930171236,0.295846538347,0.299176873765,0.300956883531,0.303514713509,0.310778946558,0.000452402685807
t_subj.505,0.301161137803,0.00340477757695,0.295650869643,0.298685644688,0.301109439097,0.302928265225,0.309338003992,0.000370849884846
t_subj.506,0.301208321017,0.00315516444775,0.294819346399,0.299456214202,0.300701469098,0.302801625687,0.307990520204,0.000375409027714
