,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a_subj(groupA).60,3.0326100496,0.208519954756,2.64320049688,2.88920672054,3.02629224989,3.16819243739,3.45946544302,0.00317734956125
a_subj(groupA).61,1.72527056235,0.115188924252,1.51520832577,1.64674311881,1.71810806567,1.79698282379,1.96678200493,0.00172260638163
a_subj(groupA).62,2.66461083549,0.17910218086,2.32668706597,2.54218639861,2.65983230474,2.78184093471,3.02282151324,0.00289608118885
a_subj(groupA).63,1.65322251783,0.106975651892,1.45532744195,1.58120498744,1.64915943493,1.72300306282,1.87855303791,0.00166069816165
a_subj(groupA).64,3.64129746975,0.275435226628,3.12071169387,3.44879480086,3.6343078881,3.82196089695,4.19552133899,0.00395620694208
a_subj(groupA).65,0.721618560261,0.0459862548638,0.636721995194,0.689634472637,0.719820921166,0.751619959489,0.816175988659,0.000707758717487
a_subj(groupA).66,0.176866486593,0.0117182845889,0.155206382157,0.168913384957,0.176445011925,0.184376306605,0.200977647524,0.000293299361812
a_subj(groupA).67,2.58566828419,0.19234806847,2.22403245605,2.45236263622,2.58402608156,2.71223734857,2.98014049119,0.00315144422264
a_subj(groupA).68,2.8351413773,0.200885764618,2.45861801878,2.69752715154,2.82985115876,2.96621578286,3.24735939444,0.00280629724932
a_subj(groupA).69,2.15216184876,0.142194344676,1.88398593532,2.05204296376,2.14858626211,2.24623300794,2.44163319412,0.00211778994379
a_subj(groupA).70,0.11480065972,0.00787838117243,0.100222796232,0.109274412277,0.114358413515,0.119981232314,0.13132869226,0.000179814086988
a_subj(groupA).71,2.40204333442,0.162390295992,2.09389630139,2.28862638931,2.39654684424,2.51092483555,2.73626770236,0.00236758070146
a_subj(groupA).72,3.62582569448,0.272474694237,3.10827624551,3.4336850815,3.62766636079,3.80815052298,4.15759097817,0.00427720020401
a_subj(groupA).73,1.79110426435,0.120374050761,1.56466134009,1.70774456744,1.78794630899,1.86952760774,2.03897778758,0.00169625992813
a_subj(groupA).74,2.29704836375,0.158252466694,2.00091591627,2.18953260689,2.29369166528,2.39955072884,2.62034712891,0.00228905111203
a_subj(groupA).75,1.97171917585,0.12975310845,1.72924680438,1.88272244536,1.96824912,2.05661720511,2.22991927419,0.00187379154766
a_subj(groupA).76,2.27428102205,0.154470808881,1.98557885911,2.16357668215,2.27099741475,2.37764169029,2.58548508178,0.00237672037084
a_subj(groupA).77,1.41429981324,0.0924154383877,1.24225471592,1.35013597632,1.41161001516,1.47718071922,1.60526434095,0.0013546571678
