,mean,std,2.5q,25q,50q,75q,97.5q,mc err
v_subj(groupA).882,0.933457533512,0.104387390204,0.696005762383,0.872384826604,0.941209388586,0.988947658272,1.1229744192,0.0120804111693
v_subj(groupA).883,0.958238517092,0.104977673523,0.765258643435,0.892148145721,0.950304010139,1.01598452172,1.1974267021,0.0121584596382
v_subj(groupA).884,0.9935561197,0.110192409906,0.785023103359,0.919774434975,0.988003146607,1.06544130536,1.21718494506,0.0117238497484
v_subj(groupA).885,0.985913653633,0.127192399057,0.719408185754,0.922375112727,0.985625718491,1.05388705159,1.24727268308,0.0111390854962
v_subj(groupA).886,0.957977726184,0.109682630718,0.734978809595,0.891014422241,0.958267459051,1.02291553574,1.18752142245,0.0130217577622
v_subj(groupA).887,1.01323728349,0.11007437343,0.837016218005,0.933704834426,1.00772554761,1.07983889491,1.2467423743,0.0120811729688
v_subj(groupA).888,1.00447180302,0.118036339202,0.783577373444,0.918255064952,1.00552421343,1.07586535287,1.21898488935,0.0136486251285
v_subj(groupA).889,0.993708701366,0.109467010696,0.785495650718,0.912657032082,0.989321167314,1.07098515305,1.20681649319,0.0129161500211
v_subj(groupA).890,0.905424486651,0.107498406328,0.680257624137,0.83393131216,0.911803286971,0.988737946487,1.09920168096,0.0117123152008
v_subj(groupA).891,0.955642782751,0.117635496001,0.740712728722,0.880402393909,0.957227710264,1.02188929654,1.20279456193,0.0126746301659
v_subj(groupA).892,1.003254361,0.105703763178,0.790600807709,0.938766773741,1.01296276231,1.06930081265,1.20714280375,0.0119576816396
v_subj(groupA).893,0.995186322776,0.11164725571,0.758033381867,0.914435318743,0.992070133625,1.06691197037,1.21970871162,0.0117921353424
v_subj(groupA).894,0.994487167606,0.109851436171,0.772489186727,0.928509448848,0.996209161757,1.06196609253,1.19344031102,0.0120052754637
v_subj(groupA).895,1.06388849239,0.10202859777,0.885869048349,0.994366551194,1.05368631036,1.11895909023,1.27703779268,0.010824835979
v_subj(groupA).896,1.0153997934,0.103830072574,0.808640292852,0.956730675138,1.01617911086,1.07928701554,1.21343972447,0.0112690461822
v_subj(groupA).897,0.961805493637,0.111528281739,0.7368851231,0.879840990942,0.95787246983,1.03970020364,1.17397018572,0.0110189823818
v_subj(groupA).898,0.970400589585,0.112863683008,0.752538478953,0.897541250928,0.98637953647,1.03912084693,1.22263985484,0.0121262578506
v_subj(groupA).899,1.04206047497,0.120230177886,0.824461073381,0.962137359157,1.04271708717,1.1127002863,1.28509473862,0.0128242472365
v_subj(groupA).900,0.945975466591,0.106633930485,0.773154326416,0.879691992617,0.930049718354,1.01607417939,1.15518638078,0.0121963021983
v_subj(groupA).901,0.924408379862,0.0997095019466,0.745383134021,0.860609328258,0.927975134017,0.987653832835,1.09963853677,0.0112435873983
v_subj(groupA).902,0.97992047843,0.109485692664,0.793608251971,0.892936144689,0.982732703904,1.06650818443,1.19996466057,0.0120307986776
v_subj(groupA).903,0.972668688212,0.10429399116,0.755866175697,0.906309380486,0.976899833988,1.04289523142,1.17333482874,0.0117011117504
v_subj(groupA).904,0.98446815711,0.114635736434,0.760809041006,0.901605726507,0.984585978269,1.05017422136,1.20845633241,0.0121696548272
v_subj(groupA).905,0.964364961743,0.117283151904,0.758098861238,0.873255178589,0.961459164094,1.04657072408,1.20631548824,0.0133723776145
v_subj(groupA).906,0.986983136856,0.0917410082137,0.812619297617,0.92423474797,0.985794795675,1.04429332506,1.16936747814,0.00954753757825
v_subj(groupA).907,0.970742207462,0.137494506836,0.639780080868,0.893672963381,0.972127653745,1.04936451683,1.24718062958,0.0163745780543
v_subj(groupA).908,0.966733964462,0.111992362065,0.701714105926,0.900341701898,0.990269971428,1.04528203315,1.14304299573,0.0127490878003
v_subj(groupA).909,0.947610922983,0.127121800302,0.672497869667,0.868773794041,0.951719464629,1.0300622213,1.18714777595,0.0145822460976
v_subj(groupA).910,0.985344331118,0.111050817958,0.762436619192,0.915327730667,0.983795024393,1.06247714633,1.21356746108,0.0122294464002
v_subj(groupA).911,1.06084334692,0.10934016389,0.859051531036,0.993708910983,1.05261862116,1.12779500289,1.2649349044,0.0121195018883
v_subj(groupA).912,0.970948835478,0.105277815754,0.774710312746,0.90169871659,0.967784276338,1.04752474436,1.14891419304,0.0114564860165
v_subj(groupA).913,0.989558937375,0.102526631871,0.806559375806,0.916192207391,0.985907451052,1.05935211451,1.20351614374,0.0102071342449
v_subj(groupA).914,0.99818350582,0.120794154523,0.792327828929,0.914625172779,0.995686869273,1.07463742303,1.27201789455,0.0130111248094
v_subj(groupA).915,0.949309087869,0.0910860689235,0.762359560165,0.884798040093,0.956098654341,1.01551887556,1.12893593635,0.00965982089818
v_subj(groupA).916,0.995359897254,0.114395197236,0.781451811127,0.929921456555,0.989107223783,1.06822353513,1.24190850581,0.0129192995463
v_subj(groupA).917,0.988947360643,0.110600998641,0.763089341403,0.924715773937,0.99393753147,1.05623950913,1.23118036213,0.0121734441786
v_subj(groupA).918,0.993005663521,0.122628411475,0.752078564998,0.910506943564,0.991732650288,1.08082753761,1.23101877075,0.0136699235049
v_subj(groupA).919,0.975418027097,0.105746205676,0.769831178676,0.900485808656,0.976727553116,1.05670071445,1.1773989094,0.0114779782645
v_subj(groupA).920,0.968712932902,0.125596144213,0.70672724833,0.875652094325,0.985959154429,1.0537656402,1.19036124127,0.0137716605826
v_subj(groupA).921,0.991048826621,0.103593877484,0.800973315166,0.918519393338,0.993024746713,1.06046877423,1.19411245345,0.0110476374241
v_subj(groupA).922,0.993958033897,0.110558260442,0.796603936071,0.927740194712,0.99337794251,1.06935695676,1.22041481968,0.0127637733835
v_subj(groupA).923,1.01916325139,0.0983222711477,0.852081873383,0.95458402045,1.01996008716,1.08104569763,1.19752134975,0.0100376951782
v_subj(groupA).924,0.998230526643,0.115383497568,0.79526013564,0.920998955037,0.993342365458,1.0774220795,1.25346316768,0.0126541646543
v_subj(groupA).925,0.959076496938,0.130438356513,0.718563667964,0.865263148452,0.9609490876,1.05282313301,1.19089909158,0.0142512163636
v_subj(groupA).926,1.03687316793,0.111396143481,0.808331618883,0.95406018285,1.04259349243,1.11655086842,1.30636654006,0.0126849752424
v_subj(groupA).927,0.96754399977,0.117198860929,0.740927991839,0.892387733422,0.965774666818,1.02469550752,1.21835878259,0.0135002686138
