,experiment_number,sample_size,groupA_RT_mean,groupB_RT_mean,groupA_Acc_mean,groupB_Acc_mean,RT_effect_size,Acc_effect_size,Drift_effect_size,p_value_RTs,p_value_Acc,p_value_Drift,seed
0,0.0,10.0,1.0575200000022567,1.0311986507958986,0.9400000000000001,0.8699999999999999,0.1238964785213858,0.6904757466825024,0.0,0.7849051054363373,-0.13999915603314667,1.8352941176470587,0.0
1,1.0,10.0,1.0451217460339985,1.1568627777800677,0.8399999999999999,0.85,-0.5460955565661908,-0.09280323373346301,0.0,-0.23779962105196917,0.8379378556799129,1.2117647058823529,1.0
2,2.0,10.0,0.9870208333355664,0.994459206351442,0.9100000000000001,0.86,-0.035968888741456866,0.3918974582048744,0.0,-0.9367836603739463,-0.39240681476176653,1.5294117647058822,2.0
3,3.0,10.0,0.9792451587323893,1.013759523811766,0.89,0.86,-0.17225179777772778,0.2275020626245016,0.0,-0.7046274447036525,-0.6171340617795896,1.411764705882353,3.0
4,4.0,10.0,1.043811388891141,1.2267516269864402,0.9100000000000001,0.8700000000000001,-0.8487865173888508,0.4115966043420216,0.0,-0.07385980630243243,-0.36955647026396865,1.5294117647058822,4.0
5,5.0,10.0,1.1439890873038727,1.0844690476213132,0.9,0.85,0.2325776752438671,0.557086014531156,0.0,0.6093594776306803,-0.2288525127712849,1.588235294117647,5.0
6,6.0,10.0,1.0640694444467034,1.0729926984149603,0.8299999999999998,0.9,-0.05228390022435244,-0.5813183589761811,0.0,-0.9082256709746275,0.21004691832403796,0.23529411764705882,6.0
7,7.0,10.0,0.9608644444466687,1.0790941666689302,0.8600000000000001,0.9100000000000001,-0.5866862025544846,-0.542326144546641,0.0,-0.20604977790404358,0.24092922362707897,0.8588235294117647,7.0
8,8.0,10.0,1.0422644444466962,1.0404211111133623,0.9400000000000001,0.86,0.009819077420973401,1.3015827469119385,0.0,0.9827245192823932,-0.009332745868315565,1.9411764705882353,8.0
9,9.0,10.0,1.050786666668921,1.0242363888911346,0.8800000000000001,0.9,0.12846732740113476,-0.19166296949998105,0.0,0.7771927996509341,0.6733199381664263,0.7647058823529411,9.0
10,10.0,10.0,1.031092460319708,0.9199715873037981,0.85,0.85,0.8446555996183959,0.0,0.0,0.07515445265616305,-1.0,1.0235294117647058,10.0
11,11.0,10.0,1.018529444446688,1.0867030158752824,0.9200000000000002,0.8800000000000001,-0.335931488459327,0.43528575006600745,0.0,-0.46226148396791245,-0.34328958321110936,1.411764705882353,11.0
12,12.0,10.0,1.047780555557809,1.1110627777800524,0.8699999999999999,0.8800000000000001,-0.30182957853356795,-0.08714893406612104,0.0,-0.5083092329296375,0.8476766346894018,1.011764705882353,12.0
13,13.0,10.0,1.1090420634943374,0.9557757539704766,0.8200000000000001,0.8800000000000001,0.935625037395634,-0.5284981975632335,0.0,0.050868999077442544,0.25267963922313824,0.6,13.0
14,14.0,10.0,1.035719801589551,0.9688752380974652,0.85,0.86,0.4056240038970463,-0.08502303018977043,0.0,0.3763879705720806,0.8513448519449485,0.9529411764705882,14.0
15,15.0,10.0,1.0195091666689107,1.0271411111133575,0.8800000000000001,0.8699999999999999,-0.04380989343240205,0.11462410798513319,0.0,-0.9230451695361794,-0.8006199944961246,0.8588235294117647,15.0
16,16.0,10.0,1.0137228968276388,1.056442182541939,0.86,0.8799999999999999,-0.23157144471366833,-0.1664100588675679,0.0,-0.6108970160237854,0.7141599074398185,0.7058823529411765,16.0
17,17.0,10.0,1.0850228968276627,1.0365769444466941,0.8899999999999999,0.8800000000000001,0.2259399073029747,0.10444659357341647,0.0,0.6195363602855729,-0.817970069061444,0.2823529411764706,17.0
18,18.0,10.0,1.15631000000229,1.0513376984149532,0.96,0.85,0.5142053336225131,1.5643500283619245,0.0,0.2652751865065862,-0.0025681459934049594,1.8470588235294119,18.0
19,19.0,10.0,1.0741868253990876,1.0955895238117932,0.8699999999999999,0.85,-0.08123289397097014,0.16452254913212375,0.0,-0.8578932918765383,-0.7172503876906412,1.1764705882352942,19.0
20,20.0,10.0,1.1577128174626077,1.0424311111133628,0.8900000000000002,0.95,0.6148989102940927,-0.7539370349250485,0.0,0.18601971883843274,0.10908001441471543,0.03529411764705882,20.0
21,21.0,10.0,0.9934625000022352,1.0486145238117774,0.8699999999999999,0.9100000000000001,-0.29876649812948153,-0.35386069477175536,0.0,-0.512569899027882,0.43909690289040415,0.4235294117647059,21.0
22,22.0,10.0,1.048527222224476,1.0734177777800398,0.9,0.8300000000000001,-0.1720438730614762,0.7401527456927529,0.0,-0.7049658820133793,-0.11524887428010934,1.6941176470588235,22.0
23,23.0,10.0,1.0289820634943108,0.9759280555577851,0.8700000000000001,0.9200000000000002,0.29091997474618864,-0.573120539925653,0.0,0.5235757875094759,0.2162685490805487,0.0,23.0
24,24.0,10.0,1.0677981746054348,1.0860850000022662,0.85,0.8800000000000001,-0.14127061375617064,-0.21796176586341828,0.0,-0.7557189465728245,0.6318736384548013,0.6235294117647059,24.0
25,25.0,10.0,0.9766296428593726,1.0951188888911583,0.8299999999999998,0.86,-0.48381146474507647,-0.26832815729997594,0.0,-0.29360673994300523,0.555985167143433,0.6352941176470588,25.0
26,26.0,10.0,1.0569469444467008,1.077940357145121,0.9000000000000001,0.8800000000000001,-0.0863010976420456,0.23008949665421136,0.0,-0.8491391403089641,-0.6131648523829367,1.6470588235294117,26.0
27,27.0,10.0,1.1809915079388058,1.1395392063514904,0.9,0.8800000000000001,0.17775856724180722,0.17466675292187375,0.0,0.6956874085619041,-0.7007013066703893,1.2,27.0
28,28.0,10.0,1.0918455555578237,1.0820582539705188,0.9100000000000001,0.9,0.0513294959982875,0.11812488464372507,0.0,0.9098931246058023,-0.7946761465448511,1.411764705882353,28.0
29,29.0,10.0,1.0642055555578143,1.128905555557836,0.85,0.8200000000000001,-0.38185479038952896,0.21796176586341665,0.0,-0.4044067869328336,-0.6318736384548038,1.9764705882352942,29.0
30,30.0,10.0,1.0957640873038568,1.0309516666689145,0.85,0.93,0.30173740227023627,-0.8882798522371272,0.0,0.5084371530346873,0.062448194202405286,0.08235294117647059,30.0
31,31.0,10.0,1.0264555158752622,0.9778916666688966,0.8200000000000001,0.8700000000000001,0.2313065217656038,-0.45538255553918755,0.0,0.6113021333168277,0.3220435358073154,0.10588235294117647,31.0
32,32.0,10.0,1.037563888891139,0.9690394444466717,0.8600000000000001,0.8800000000000001,0.40140198948595546,-0.26832815729997506,0.0,0.38126784772768996,0.5559851671434342,0.8117647058823529,32.0
