,rt,response,subj_idx,condition
0,1.0920000000022683,1.0,0,groupA
1,1.1470000000022866,1.0,0,groupA
2,0.6880000000021333,1.0,0,groupA
3,0.9500000000022208,1.0,0,groupA
4,0.8270000000021798,1.0,0,groupA
5,1.1800000000022977,1.0,0,groupA
6,2.2940000000026695,1.0,0,groupA
7,0.49200000000206784,1.0,0,groupA
8,0.5480000000020866,1.0,0,groupA
9,0.5090000000020736,1.0,0,groupA
10,0.6110000000021076,1.0,0,groupA
11,0.5350000000020823,1.0,0,groupA
12,0.9800000000022309,1.0,0,groupA
13,1.031000000002248,1.0,0,groupA
14,0.43400000000204847,1.0,0,groupA
15,0.594000000002102,1.0,0,groupA
16,1.627000000002447,1.0,0,groupA
17,0.6430000000021183,1.0,0,groupA
18,0.5120000000020746,1.0,0,groupA
19,0.711000000002141,1.0,0,groupA
20,0.6289999999981062,0.0,0,groupA
21,0.7850000000021657,1.0,0,groupA
22,0.732000000002148,1.0,0,groupA
23,0.6439999999981112,0.0,0,groupA
24,0.4400000000020505,1.0,0,groupA
25,1.1260000000022796,1.0,0,groupA
26,1.741000000002485,1.0,0,groupA
27,1.7000000000024713,1.0,0,groupA
28,0.642000000002118,1.0,0,groupA
29,0.7390000000021504,1.0,0,groupA
30,0.5710000000020943,1.0,0,groupA
31,0.9730000000022285,1.0,0,groupA
32,0.8520000000021881,1.0,0,groupA
33,1.0500000000022542,1.0,0,groupA
34,2.394000000002703,1.0,0,groupA
35,1.1110000000022746,1.0,0,groupA
36,1.1010000000022713,1.0,0,groupA
37,0.4050000000020388,1.0,0,groupA
38,1.5950000000024362,1.0,0,groupA
39,0.6809999999981236,0.0,0,groupA
40,0.7400000000021507,1.0,0,groupB
41,2.119000000002611,1.0,0,groupB
42,0.6160000000021093,1.0,0,groupB
43,0.8470000000021864,1.0,0,groupB
44,0.5610000000020909,1.0,0,groupB
45,1.1490000000022873,1.0,0,groupB
46,0.633000000002115,1.0,0,groupB
47,1.3140000000023424,1.0,0,groupB
48,1.5200000000024112,1.0,0,groupB
49,0.8910000000022011,1.0,0,groupB
50,0.5920000000021013,1.0,0,groupB
51,1.0770000000022633,1.0,0,groupB
52,1.5830000000024322,1.0,0,groupB
53,0.8660000000021928,1.0,0,groupB
54,1.0530000000022552,1.0,0,groupB
55,0.633000000002115,1.0,0,groupB
56,0.7339999999981413,0.0,0,groupB
57,0.600000000002104,1.0,0,groupB
58,0.6520000000021213,1.0,0,groupB
59,1.3360000000023498,1.0,0,groupB
60,0.7150000000021424,1.0,0,groupB
61,2.0210000000025783,1.0,0,groupB
62,0.6400000000021173,1.0,0,groupB
63,0.48900000000206684,1.0,0,groupB
64,0.7810000000021644,1.0,0,groupB
65,1.6340000000024493,1.0,0,groupB
66,0.42200000000204446,1.0,0,groupB
67,0.8070000000021731,1.0,0,groupB
68,0.7000000000021374,1.0,0,groupB
69,0.7360000000021494,1.0,0,groupB
70,1.651000000002455,1.0,0,groupB
71,2.8960000000028705,1.0,0,groupB
72,0.7960000000021694,1.0,0,groupB
73,0.8260000000021794,1.0,0,groupB
74,1.1730000000022953,1.0,0,groupB
75,0.67800000000213,1.0,0,groupB
76,0.7010000000021377,1.0,0,groupB
77,0.9240000000022122,1.0,0,groupB
78,0.44200000000205114,1.0,0,groupB
79,1.9840000000025662,1.0,0,groupB
80,0.9530000000022218,1.0,1,groupA
81,0.8820000000021981,1.0,1,groupA
82,0.7529999999981476,0.0,1,groupA
83,0.5849999999980915,0.0,1,groupA
84,0.5320000000020813,1.0,1,groupA
85,1.8270000000025137,1.0,1,groupA
86,0.6970000000021364,1.0,1,groupA
87,2.1920000000026354,1.0,1,groupA
88,0.7750000000021624,1.0,1,groupA
89,1.4480000000023872,1.0,1,groupA
90,1.5980000000024372,1.0,1,groupA
91,0.8220000000021781,1.0,1,groupA
92,0.8510000000021878,1.0,1,groupA
93,0.9320000000022148,1.0,1,groupA
94,0.7340000000021487,1.0,1,groupA
95,0.8359999999981753,0.0,1,groupA
96,0.39800000000203645,1.0,1,groupA
97,1.6400000000024513,1.0,1,groupA
98,0.735000000002149,1.0,1,groupA
99,1.286000000002333,1.0,1,groupA
100,0.7150000000021424,1.0,1,groupA
101,0.4380000000020498,1.0,1,groupA
102,0.5210000000020776,1.0,1,groupA
103,0.8930000000022018,1.0,1,groupA
104,0.8900000000022008,1.0,1,groupA
105,1.1290000000022806,1.0,1,groupA
106,0.582000000002098,1.0,1,groupA
107,0.6760000000021293,1.0,1,groupA
108,1.0630000000022586,1.0,1,groupA
109,1.3120000000023417,1.0,1,groupA
110,0.600000000002104,1.0,1,groupA
111,1.9740000000025628,1.0,1,groupA
