,rt,response,subj_idx,condition
0,0.9700000000022275,1.0,0,groupB
1,1.0110000000022412,1.0,0,groupB
2,0.6710000000021277,1.0,0,groupB
3,0.8660000000021928,1.0,0,groupB
4,0.7740000000021621,1.0,0,groupB
5,1.0350000000022492,1.0,0,groupB
6,1.8510000000025217,1.0,0,groupB
7,0.5300000000020806,1.0,0,groupB
8,0.5680000000020933,1.0,0,groupB
9,0.5410000000020843,1.0,0,groupB
10,0.6140000000021086,1.0,0,groupB
11,0.5590000000020903,1.0,0,groupB
12,0.8880000000022001,1.0,0,groupB
13,0.9250000000022125,1.0,0,groupB
14,0.4990000000020702,1.0,0,groupB
15,0.6010000000021043,1.0,0,groupB
16,1.3630000000023588,1.0,0,groupB
17,0.6370000000021163,1.0,0,groupB
18,0.5430000000020849,1.0,0,groupB
19,0.6880000000021333,1.0,0,groupB
20,0.4620000000020578,1.0,0,groupB
21,0.744000000002152,1.0,0,groupB
22,0.7040000000021387,1.0,0,groupB
23,0.46000000000205715,1.0,0,groupB
24,0.5020000000020712,1.0,0,groupB
25,0.9950000000022359,1.0,0,groupB
26,1.4460000000023865,1.0,0,groupB
27,1.4160000000023765,1.0,0,groupB
28,0.636000000002116,1.0,0,groupB
29,0.7090000000021404,1.0,0,groupB
30,0.5840000000020986,1.0,0,groupB
31,0.8820000000021981,1.0,0,groupB
32,0.7940000000021687,1.0,0,groupB
33,0.9400000000022175,1.0,0,groupB
34,1.9250000000025465,1.0,0,groupB
35,0.9850000000022325,1.0,0,groupB
36,0.9770000000022299,1.0,0,groupB
37,0.49000000000206717,1.0,0,groupB
38,1.3390000000023508,1.0,0,groupB
39,0.4550000000020555,1.0,0,groupB
40,0.8230000000021784,1.0,0,groupA
41,2.8240000000028465,1.0,0,groupA
42,0.645000000002119,1.0,0,groupA
43,0.9770000000022299,1.0,0,groupA
44,0.5630000000020916,1.0,0,groupA
45,1.4150000000023761,1.0,0,groupA
46,0.6700000000021273,1.0,0,groupA
47,1.6550000000024563,1.0,0,groupA
48,1.9550000000025565,1.0,0,groupA
49,1.0410000000022512,1.0,0,groupA
50,0.6110000000021076,1.0,0,groupA
51,1.310000000002341,1.0,0,groupA
52,2.047000000002587,1.0,0,groupA
53,1.0040000000022389,1.0,0,groupA
54,1.2750000000023294,1.0,0,groupA
55,0.6700000000021273,1.0,0,groupA
56,1.4409999999983774,0.0,0,groupA
57,0.6220000000021113,1.0,0,groupA
58,0.6970000000021364,1.0,0,groupA
59,1.687000000002467,1.0,0,groupA
60,0.7860000000021661,1.0,0,groupA
61,2.682000000002799,1.0,0,groupA
62,0.6790000000021303,1.0,0,groupA
63,0.4320000000020478,1.0,0,groupA
64,0.8810000000021978,1.0,0,groupA
65,2.1210000000026117,1.0,0,groupA
66,0.8759999999981887,0.0,0,groupA
67,0.9190000000022105,1.0,0,groupA
68,0.7650000000021591,1.0,0,groupA
69,0.8170000000021764,1.0,0,groupA
70,2.1450000000026197,1.0,0,groupA
71,3.9440000000032205,1.0,0,groupA
72,0.9030000000022051,1.0,0,groupA
73,0.9470000000022198,1.0,0,groupA
74,1.4500000000023878,1.0,0,groupA
75,0.7340000000021487,1.0,0,groupA
76,0.7660000000021594,1.0,0,groupA
77,1.0890000000022673,1.0,0,groupA
78,0.7389999999981429,0.0,0,groupA
79,2.628000000002781,1.0,0,groupA
80,0.9750000000022292,1.0,1,groupB
81,0.9110000000022078,1.0,1,groupB
82,0.4410000000020508,1.0,1,groupB
83,0.4710000000020608,1.0,1,groupB
84,0.5930000000021016,1.0,1,groupB
85,1.7610000000024917,1.0,1,groupB
86,0.7430000000021517,1.0,1,groupB
87,2.089000000002601,1.0,1,groupB
88,0.8140000000021754,1.0,1,groupB
89,1.4210000000023781,1.0,1,groupB
90,1.5550000000024229,1.0,1,groupB
91,0.8570000000021898,1.0,1,groupB
92,0.8830000000021985,1.0,1,groupB
93,0.9570000000022232,1.0,1,groupB
94,0.7760000000021627,1.0,1,groupB
95,0.42400000000204513,1.0,1,groupB
96,0.5000000000020706,1.0,1,groupB
97,1.5920000000024352,1.0,1,groupB
98,0.7770000000021631,1.0,1,groupB
99,1.2750000000023294,1.0,1,groupB
100,0.7590000000021571,1.0,1,groupB
